"","Replicate.Name","Total.Area","Molecule.Name","BMIS_used","Final_Peak","Temperature.Treatment","B12.Treatment","cells_on_column","mgC_cell","culture_replicate_no","mgC_loaded","Below_LOD","Below_LOQ","normtype","normunits","est_fmol_on_column","fmol_cell","fmol_mgC","peak_cell"
"1","06",145019,"B1","B1",2.14610865286431,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",113.958170172303,0.00287048287587665,244777.637387259,5.4058152465096e-05
"2","06",156898,"B1","B1",2.14690548843065,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",114.000482066879,0.002871548666672,244868.52166148,5.40782238899407e-05
"3","06",142711,"B1","B1",2.00403021962591,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",106.41381856122,0.00268044883025743,228572.668843209,5.04793506202999e-05
"4","15",82620,"B1","B1",2.54544334216526,6,"-",39900,1.05261e-08,1,0.00041999139,FALSE,FALSE,"BMIS_cell","fmol_cell",135.162805090635,0.00338753897470263,321822.79996415,6.37955724853449e-05
"5","15",90722,"B1","B1",2.5318709533378,6,"-",39900,1.05261e-08,1,0.00041999139,FALSE,FALSE,"BMIS_cell","fmol_cell",134.442112504274,0.00336947650386652,320106.830057335,6.34554123643559e-05
"6","15",116360,"B1","B1",3.78258890839347,6,"-",39900,1.05261e-08,1,0.00041999139,FALSE,FALSE,"BMIS_cell","fmol_cell",200.855119771899,0.00503396290155134,478236.279491107,9.48017270274053e-05
"7","16",206597,"B1","B1",5.73148199522832,6,"-",39500,1.34888e-08,1,0.0005328076,FALSE,FALSE,"BMIS_cell","fmol_cell",304.341161702131,0.0077048395367628,571202.741293725,0.00014510081000578
"8","16",174857,"B1","B1",4.80059850647924,6,"-",39500,1.34888e-08,1,0.0005328076,FALSE,FALSE,"BMIS_cell","fmol_cell",254.911334894494,0.0064534515163163,478430.365660125,0.000121534139404538
"9","16",207557,"B1","B1",8.03612358680502,6,"-",39500,1.34888e-08,1,0.0005328076,FALSE,FALSE,"BMIS_cell","fmol_cell",426.717416198165,0.0108029725619789,800884.627393012,0.000203446166754557
"10","24",144166,"B1","B1",3.42404522135664,6,"+",40200,1.17269e-08,1,0.00047142138,FALSE,FALSE,"BMIS_cell","fmol_cell",181.816483285803,0.00452279809168664,385677.21151256,8.5175254262603e-05
"11","24",147365,"B1","B1",3.6577889197776,6,"+",40200,1.17269e-08,1,0.00047142138,FALSE,FALSE,"BMIS_cell","fmol_cell",194.228251965738,0.00483154855636164,412005.60730983,9.09897741238209e-05
"12","24",113489,"B1","B1",2.74068439228187,6,"+",40200,1.17269e-08,1,0.00047142138,FALSE,FALSE,"BMIS_cell","fmol_cell",145.530086721093,0.00362015141097247,308704.893106658,6.81762286637281e-05
"13","27",138967,"B1","B1",3.19383604146078,6,"-",41500,1.01239e-08,1,0.00042014185,FALSE,FALSE,"BMIS_cell","fmol_cell",169.592397211323,0.00408656378822466,403655.092229739,7.69599046135128e-05
"14","27",100707,"B1","B1",2.03116113027168,6,"-",41500,1.01239e-08,1,0.00042014185,FALSE,FALSE,"BMIS_cell","fmol_cell",107.854467397044,0.00259890282884442,256709.650317015,4.89436416932934e-05
"15","27",140138,"B1","B1",3.13901084132246,6,"-",41500,1.01239e-08,1,0.00042014185,FALSE,FALSE,"BMIS_cell","fmol_cell",166.681184175229,0.00401641407651154,396725.972847573,7.56388154535533e-05
"16","28",75752,"B1","B1",2.97732185669929,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,FALSE,"BMIS_cell","fmol_cell",158.095514106716,0.00333534839887586,308779.951199891,6.28126973987192e-05
"17","28",84189,"B1","B1",3.47515066457525,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,FALSE,"BMIS_cell","fmol_cell",184.530177574889,0.00389304172098923,360410.094798895,7.33154148644567e-05
"18","28",76013,"B1","B1",2.91527958886247,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,FALSE,"BMIS_cell","fmol_cell",154.801075446032,0.00326584547354498,302345.507979761,6.15037887945669e-05
"19","06",1947,"B12-Ado","B12-CN",0.00956709743992924,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,TRUE,"BMIS_cell","fmol_cell",0.236484388541947,5.95678560559061e-06,507.959103052862,2.40984822164465e-07
"21","06",2229,"B12-Ado","B12-CN",0.0110475605162467,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,TRUE,"BMIS_cell","fmol_cell",0.273079229094177,6.87857000237221e-06,586.563371596263,2.78276083532663e-07
"31","06",4620,"B12-Ado","B12-CN",0.0248184279513516,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",0.613474546015604,1.54527593454812e-05,1317.71903448321,6.25149318673843e-07
"41","15",299,"B12-Ado","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0894492572259352,2.24183602070013e-06,212.978788031667,0
"51","15",224,"B12-Ado","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0667616730768132,1.67322488914319e-06,158.959623140877,0
"61","15",990,"B12-Ado","B12-CN",0.0124296906388108,6,"-",39900,1.05261e-08,1,0.00041999139,FALSE,TRUE,"BMIS_cell","fmol_cell",0.307243425599149,7.70033648118168e-06,731.546962424989,3.11521068641874e-07
"71","16",591,"B12-Ado","B12-CN",0,6,"-",39500,1.34888e-08,1,0.0005328076,TRUE,TRUE,"BMIS_cell","fmol_cell",0.170981262744649,4.32863956315568e-06,320.906200933788,0
"81","16",1710,"B12-Ado","B12-CN",0.0195301346551389,6,"-",39500,1.34888e-08,1,0.0005328076,FALSE,FALSE,"BMIS_cell","fmol_cell",0.482755818163435,1.22216662826186e-05,906.060308005057,4.94433788737695e-07
"91","16",947,"B12-Ado","B12-CN",0.0101849860184986,6,"-",39500,1.34888e-08,1,0.0005328076,FALSE,TRUE,"BMIS_cell","fmol_cell",0.251757673214493,6.37361198011375e-06,472.51141540491,2.57847747303762e-07
"101","24",624,"B12-Ado","B12-CN",0,6,"+",40200,1.17269e-08,1,0.00047142138,TRUE,TRUE,"BMIS_cell","fmol_cell",0.182893815153537,4.54959739187902e-06,387.962495789938,0
"111","24",594,"B12-Ado","B12-CN",0,6,"+",40200,1.17269e-08,1,0.00047142138,TRUE,TRUE,"BMIS_cell","fmol_cell",0.183962645867553,4.57618522058589e-06,390.22974704192,0
"121","24",1413,"B12-Ado","B12-CN",0.0195101071468022,6,"+",40200,1.17269e-08,1,0.00047142138,FALSE,FALSE,"BMIS_cell","fmol_cell",0.482260768009219,1.19965365176423e-05,1022.99299197932,4.85326048427915e-07
"131","27",58,"B12-Ado","B12-CN",0,6,"-",41500,1.01239e-08,1,0.00042014185,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0155806984490584,3.7543851684478e-07,37.0843762625845,0
"141","27",231,"B12-Ado","B12-CN",0,6,"-",41500,1.01239e-08,1,0.00042014185,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0640088747897612,1.54238252505449e-06,152.350628221781,0
"151","27",522,"B12-Ado","B12-CN",0,6,"-",41500,1.01239e-08,1,0.00042014185,TRUE,TRUE,"BMIS_cell","fmol_cell",0.145345670925277,3.50230532350064e-06,345.944282687565,0
"161","28",2021,"B12-Ado","B12-CN",0.0267126637323711,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,FALSE,"BMIS_cell","fmol_cell",0.66029723108193,1.39303213308424e-05,1289.64156853481,5.63558306590107e-07
"171","28",824,"B12-Ado","B12-CN",0.0149619595809199,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,TRUE,"BMIS_cell","fmol_cell",0.369837339391548,7.80247551458963e-06,722.337735225902,3.15653155715609e-07
"181","28",1106,"B12-Ado","B12-CN",0.0143530114071402,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,TRUE,"BMIS_cell","fmol_cell",0.354785048199342,7.48491662867811e-06,692.938762294649,3.02806147829961e-07
"110","06",3917,"B12-CN","B12-CN",0,6,"+",39700,1.17269e-08,1,0.00046555793,TRUE,TRUE,"none","none",0.121814168014565,3.06836695250792e-06,261.652009696333,0
"22","06",3124,"B12-CN","B12-CN",0,6,"+",39700,1.17269e-08,1,0.00046555793,TRUE,TRUE,"none","none",0.0979935141102963,2.46835048136767e-06,210.486188282297,0
"32","06",3231,"B12-CN","B12-CN",0,6,"+",39700,1.17269e-08,1,0.00046555793,TRUE,TRUE,"none","none",0.109849791640831,2.76699727054989e-06,235.95300297179,0
"42","15",682,"B12-CN","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"none","none",0.0522393340712129,1.30925649301285e-06,124.381916665513,0
"52","15",330,"B12-CN","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"none","none",0.0251826158431238,6.31143254213628e-07,59.9598383269804,0
"62","15",1161,"B12-CN","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"none","none",0.092254451457744,2.31214164054496e-06,219.657958839928,0
"72","16",934,"B12-CN","B12-CN",0,6,"-",39500,1.34888e-08,1,0.0005328076,TRUE,TRUE,"none","none",0.0691855858211983,1.75153381825818e-06,129.850974012379,0
"82","16",287,"B12-CN","B12-CN",0,6,"-",39500,1.34888e-08,1,0.0005328076,TRUE,TRUE,"none","none",0.0207453616435929,5.25199028951718e-07,38.9359341788534,0
"92","16",1480,"B12-CN","B12-CN",0,6,"-",39500,1.34888e-08,1,0.0005328076,TRUE,TRUE,"none","none",0.100740049433778,2.55038099832349e-06,189.073972356584,0
"102","24",3702,"B12-CN","B12-CN",0,6,"+",40200,1.17269e-08,1,0.00047142138,TRUE,TRUE,"none","none",0.277816829809182,6.91086641316373e-06,589.317416637281,0
"112","24",3221,"B12-CN","B12-CN",0,6,"+",40200,1.17269e-08,1,0.00047142138,TRUE,TRUE,"none","none",0.255412197836756,6.35353725962079e-06,541.791714743094,0
"122","24",4738,"B12-CN","B12-CN",0.065420302662101,6,"+",40200,1.17269e-08,1,0.00047142138,FALSE,TRUE,"none","none",0.41404022422683,1.0299508065344e-05,878.280540069758,1.62737071298759e-06
"132","27",397,"B12-CN","B12-CN",0,6,"-",41500,1.01239e-08,1,0.00042014185,TRUE,TRUE,"none","none",0.027305940690928,6.57974474480192e-07,64.9921941623477,0
"142","27",490,"B12-CN","B12-CN",0,6,"-",41500,1.01239e-08,1,0.00042014185,TRUE,TRUE,"none","none",0.0347641808135941,8.37691103942028e-07,82.7439133083128,0
"152","27",665,"B12-CN","B12-CN",0,6,"-",41500,1.01239e-08,1,0.00042014185,TRUE,TRUE,"none","none",0.0474090169847453,1.14238595143965e-06,112.840501332456,0
"162","28",3186,"B12-CN","B12-CN",0,6,"+",47400,1.08017e-08,1,0.00051200058,TRUE,TRUE,"none","none",0.266518058663576,5.62274385366193e-06,520.542493650253,0
"172","28",2964,"B12-CN","B12-CN",0.0538194759682603,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,TRUE,"none","none",0.34061945590139,7.18606447049345e-06,665.271621179393,1.13543198245275e-06
"182","28",4333,"B12-CN","B12-CN",0.0562311016520238,6,"+",47400,1.08017e-08,1,0.00051200058,FALSE,TRUE,"none","none",0.35588245527964,7.50806867678566e-06,695.082133070318,1.1863101614351e-06
"113","06",254157,"B12-OH","B12-CN",1.24886737752445,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",4.62361810855289,0.000116463932205362,9931.34862626631,3.14576165623286e-05
"23","06",249181,"B12-OH","B12-CN",1.23501219246248,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",4.57232276230336,0.000115171857992528,9821.16825354765,3.11086194574932e-05
"33","06",252668,"B12-OH","B12-CN",1.35732089905024,6,"+",39700,1.17269e-08,1,0.00046555793,FALSE,FALSE,"BMIS_cell","fmol_cell",5.02514005963225,0.00012657783525522,10793.801879032,3.41894433010136e-05
"43","15",2396,"B12-OH","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"BMIS_cell","fmol_cell",0.107358323204358,2.69068479208917e-06,255.620295464528,0
"53","15",1451,"B12-OH","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0647723958910411,1.62336831807121e-06,154.223151791376,0
"63","15",1169,"B12-OH","B12-CN",0,6,"-",39900,1.05261e-08,1,0.00041999139,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0543382028803122,1.36185972131108e-06,129.379325800732,0
"73","16",1675,"B12-OH","B12-CN",0,6,"-",39500,1.34888e-08,1,0.0005328076,TRUE,TRUE,"BMIS_cell","fmol_cell",0.0725803747795692,1.83747784252074e-06,136.22248402532,0
"83","16",2798,"B12-OH","B12-CN",0,6,"-",39500,1.34888e-08,1,0.0005328076,TRUE,TRUE,"BMIS_cell","fmol_cell",0.118310277261249,2.99519689268984e-06,222.050656299289,0
